## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy//results/alignment/562.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/markdup/562.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/metrics/562_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/tmp/562 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jan 29 15:29:34 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	494993	43564496	1710539	211498849	249774	691155	0	0.018626	1358406267

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	42243890	42243890
2.0	1.968438	587100	587100
3.0	2.906312	31378	31378
4.0	3.814584	6930	6930
5.0	4.69419	2235	2235
6.0	5.546034	915	915
7.0	6.370993	404	404
8.0	7.169915	207	207
9.0	7.943622	95	95
10.0	8.692909	64	64
11.0	9.418548	37	37
12.0	10.121284	24	24
13.0	10.801841	11	11
14.0	11.460919	12	12
15.0	12.099195	5	5
16.0	12.717327	3	3
17.0	13.315949	3	3
18.0	13.895677	5	5
19.0	14.457109	3	3
20.0	15.000821	6	6
21.0	15.527372	2	2
22.0	16.037305	4	4
23.0	16.531144	1	1
24.0	17.009396	0	0
25.0	17.472554	1	1
26.0	17.921094	0	0
27.0	18.355477	0	0
28.0	18.776151	0	0
29.0	19.183547	0	0
30.0	19.578086	0	0
31.0	19.960172	0	0
32.0	20.330199	0	0
33.0	20.688547	0	0
34.0	21.035586	0	0
35.0	21.371671	0	0
36.0	21.697149	2	2
37.0	22.012355	0	0
38.0	22.317612	0	0
39.0	22.613234	0	0
40.0	22.899527	0	0
41.0	23.176783	0	0
42.0	23.445289	0	0
43.0	23.705321	0	0
44.0	23.957145	1	1
45.0	24.201022	0	0
46.0	24.437201	0	0
47.0	24.665926	0	0
48.0	24.887433	0	0
49.0	25.101948	0	0
50.0	25.309693	0	0
51.0	25.510881	0	0
52.0	25.705719	0	0
53.0	25.894408	0	0
54.0	26.077142	1	1
55.0	26.254108	0	0
56.0	26.425489	1	1
57.0	26.591461	1	1
58.0	26.752194	0	0
59.0	26.907855	0	0
60.0	27.058603	0	0
61.0	27.204593	0	0
62.0	27.345975	0	0
63.0	27.482895	0	0
64.0	27.615493	0	0
65.0	27.743907	0	0
66.0	27.868268	0	0
67.0	27.988703	0	0
68.0	28.105338	0	0
69.0	28.218291	0	0
70.0	28.327679	0	0
71.0	28.433615	0	0
72.0	28.536208	0	0
73.0	28.635562	0	0
74.0	28.731781	0	0
75.0	28.824963	0	0
76.0	28.915204	0	0
77.0	29.002596	0	0
78.0	29.087231	0	0
79.0	29.169194	0	0
80.0	29.248571	0	0
81.0	29.325442	0	0
82.0	29.399887	0	0
83.0	29.471982	0	0
84.0	29.541802	0	0
85.0	29.609419	0	0
86.0	29.674901	0	0
87.0	29.738317	0	0
88.0	29.799731	0	0
89.0	29.859206	0	0
90.0	29.916805	0	0
91.0	29.972586	0	0
92.0	30.026606	0	0
93.0	30.078921	0	0
94.0	30.129585	0	0
95.0	30.17865	0	0
96.0	30.226167	0	0
97.0	30.272184	0	0
98.0	30.316748	0	0
99.0	30.359906	0	0
100.0	30.401702	0	0

