## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy//results/alignment/563.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/markdup/563.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/metrics/563_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/tmp/563 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jan 29 06:25:54 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	438599	16891797	692253	176543979	208617	153397	0	0.015061	924407728

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	16592322	16592322
2.0	1.981893	140754	140754
3.0	2.946006	4324	4324
4.0	3.892663	673	673
5.0	4.822178	175	175
6.0	5.734862	62	62
7.0	6.631019	32	32
8.0	7.510951	18	18
9.0	8.374949	12	12
10.0	9.223302	7	7
11.0	10.056294	2	2
12.0	10.874203	2	2
13.0	11.677302	0	0
14.0	12.465859	1	1
15.0	13.240138	1	1
16.0	14.000397	3	3
17.0	14.746889	1	1
18.0	15.479865	1	1
19.0	16.199569	0	0
20.0	16.90624	0	0
21.0	17.600116	0	0
22.0	18.281428	1	1
23.0	18.950404	0	0
24.0	19.607266	0	0
25.0	20.252234	2	2
26.0	20.885523	0	0
27.0	21.507346	0	0
28.0	22.117909	0	0
29.0	22.717416	0	0
30.0	23.306068	0	0
31.0	23.884061	0	0
32.0	24.451589	1	1
33.0	25.00884	0	0
34.0	25.556001	0	0
35.0	26.093254	0	0
36.0	26.620779	0	0
37.0	27.138753	1	1
38.0	27.647347	2	2
39.0	28.146732	0	0
40.0	28.637075	1	1
41.0	29.118538	0	0
42.0	29.591284	1	1
43.0	30.05547	0	0
44.0	30.511251	0	0
45.0	30.958779	0	0
46.0	31.398203	0	0
47.0	31.829671	0	0
48.0	32.253326	0	0
49.0	32.66931	0	0
50.0	33.077761	0	0
51.0	33.478817	0	0
52.0	33.87261	0	0
53.0	34.259274	1	1
54.0	34.638935	0	0
55.0	35.011723	0	0
56.0	35.37776	0	0
57.0	35.737169	0	0
58.0	36.09007	0	0
59.0	36.436582	0	0
60.0	36.776818	0	0
61.0	37.110895	0	0
62.0	37.438922	0	0
63.0	37.761009	0	0
64.0	38.077264	0	0
65.0	38.387793	0	0
66.0	38.692699	0	0
67.0	38.992084	0	0
68.0	39.286048	0	0
69.0	39.57469	0	0
70.0	39.858104	0	0
71.0	40.136387	0	0
72.0	40.409631	0	0
73.0	40.677927	0	0
74.0	40.941366	0	0
75.0	41.200034	0	0
76.0	41.454018	0	0
77.0	41.703403	0	0
78.0	41.948273	0	0
79.0	42.188709	0	0
80.0	42.424791	0	0
81.0	42.656599	0	0
82.0	42.884209	0	0
83.0	43.107697	0	0
84.0	43.327139	0	0
85.0	43.542608	0	0
86.0	43.754175	0	0
87.0	43.961911	0	0
88.0	44.165886	0	0
89.0	44.366167	0	0
90.0	44.562821	0	0
91.0	44.755915	0	0
92.0	44.945513	0	0
93.0	45.131677	0	0
94.0	45.31447	0	0
95.0	45.493954	0	0
96.0	45.670188	0	0
97.0	45.84323	0	0
98.0	46.013139	0	0
99.0	46.179972	0	0
100.0	46.343784	0	0

