## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy//results/alignment/556.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/markdup/556.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/metrics/556_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/tmp/556 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jan 28 21:40:13 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	523133	52827394	2142215	102626475	222938	858640	0	0.018273	1607432167

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	51197121	51197121
2.0	1.96767	710891	710891
3.0	2.904054	44960	44960
4.0	3.810165	10138	10138
5.0	4.686982	3259	3259
6.0	5.53545	1274	1274
7.0	6.356487	551	551
8.0	7.15098	243	243
9.0	7.919787	143	143
10.0	8.663738	78	78
11.0	9.383637	33	33
12.0	10.080261	16	16
13.0	10.754363	17	17
14.0	11.406672	10	10
15.0	12.037891	7	7
16.0	12.648702	5	5
17.0	13.239766	4	4
18.0	13.81172	0	0
19.0	14.365183	1	1
20.0	14.900753	0	0
21.0	15.419007	2	2
22.0	15.920506	1	1
23.0	16.405791	0	0
24.0	16.875387	0	0
25.0	17.329801	0	0
26.0	17.769523	0	0
27.0	18.19503	0	0
28.0	18.606779	0	0
29.0	19.005216	0	0
30.0	19.390772	0	0
31.0	19.763863	0	0
32.0	20.124891	0	0
33.0	20.474248	0	0
34.0	20.812309	0	0
35.0	21.139441	0	0
36.0	21.455997	0	0
37.0	21.762318	0	0
38.0	22.058736	0	0
39.0	22.345571	0	0
40.0	22.623132	0	0
41.0	22.891719	0	0
42.0	23.151623	0	0
43.0	23.403124	0	0
44.0	23.646494	0	0
45.0	23.881996	0	0
46.0	24.109884	0	0
47.0	24.330405	0	0
48.0	24.543796	0	0
49.0	24.750288	0	0
50.0	24.950103	0	0
51.0	25.143459	0	0
52.0	25.330564	0	0
53.0	25.511619	0	0
54.0	25.686821	0	0
55.0	25.856359	0	0
56.0	26.020415	0	0
57.0	26.179167	0	0
58.0	26.332787	0	0
59.0	26.48144	0	0
60.0	26.625288	0	0
61.0	26.764484	0	0
62.0	26.899181	0	0
63.0	27.029522	0	0
64.0	27.15565	0	0
65.0	27.2777	0	0
66.0	27.395804	0	0
67.0	27.510089	0	0
68.0	27.62068	0	0
69.0	27.727695	0	0
70.0	27.831251	0	0
71.0	27.931458	0	0
72.0	28.028426	0	0
73.0	28.122259	0	0
74.0	28.213058	0	0
75.0	28.300921	0	0
76.0	28.385944	0	0
77.0	28.468218	0	0
78.0	28.547833	0	0
79.0	28.624873	0	0
80.0	28.699422	0	0
81.0	28.771562	0	0
82.0	28.841368	0	0
83.0	28.908919	0	0
84.0	28.974285	0	0
85.0	29.037538	0	0
86.0	29.098745	0	0
87.0	29.157974	0	0
88.0	29.215289	0	0
89.0	29.27075	0	0
90.0	29.324418	0	0
91.0	29.376351	0	0
92.0	29.426605	0	0
93.0	29.475234	0	0
94.0	29.522291	0	0
95.0	29.567827	0	0
96.0	29.61189	0	0
97.0	29.654529	0	0
98.0	29.695789	0	0
99.0	29.735716	0	0
100.0	29.774351	0	0

