## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy//results/alignment/553.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/markdup/553.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/metrics/553_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/tmp/553 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jan 28 19:02:24 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	497677	11028771	333631	190888183	181105	217316	0	0.027299	276166199

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	10598854	10598854
2.0	1.960852	208475	208475
3.0	2.884088	3701	3701
4.0	3.77118	330	330
5.0	4.623545	61	61
6.0	5.44254	19	19
7.0	6.229474	7	7
8.0	6.9856	2	2
9.0	7.712125	2	2
10.0	8.410208	2	2
11.0	9.080962	2	2
12.0	9.725458	0	0
13.0	10.344722	0	0
14.0	10.939743	0	0
15.0	11.51147	0	0
16.0	12.060815	0	0
17.0	12.588653	0	0
18.0	13.095828	0	0
19.0	13.583148	0	0
20.0	14.05139	0	0
21.0	14.501301	0	0
22.0	14.933599	0	0
23.0	15.348973	0	0
24.0	15.748086	0	0
25.0	16.131574	0	0
26.0	16.500049	0	0
27.0	16.854099	0	0
28.0	17.194289	0	0
29.0	17.52116	0	0
30.0	17.835236	0	0
31.0	18.137015	0	0
32.0	18.426981	0	0
33.0	18.705595	0	0
34.0	18.973301	0	0
35.0	19.230528	0	0
36.0	19.477684	0	0
37.0	19.715164	0	0
38.0	19.943348	0	0
39.0	20.162599	0	0
40.0	20.373266	0	0
41.0	20.575686	0	0
42.0	20.770181	0	0
43.0	20.957063	0	0
44.0	21.136628	0	0
45.0	21.309164	0	0
46.0	21.474945	0	0
47.0	21.634236	0	0
48.0	21.787291	0	0
49.0	21.934354	0	0
50.0	22.07566	0	0
51.0	22.211434	0	0
52.0	22.341893	0	0
53.0	22.467244	0	0
54.0	22.587688	0	0
55.0	22.703417	0	0
56.0	22.814615	0	0
57.0	22.921461	0	0
58.0	23.024123	0	0
59.0	23.122766	0	0
60.0	23.217548	0	0
61.0	23.308619	0	0
62.0	23.396124	0	0
63.0	23.480204	0	0
64.0	23.560993	0	0
65.0	23.638618	0	0
66.0	23.713205	0	0
67.0	23.784872	0	0
68.0	23.853733	0	0
69.0	23.919899	0	0
70.0	23.983474	0	0
71.0	24.04456	0	0
72.0	24.103255	0	0
73.0	24.159652	0	0
74.0	24.213841	0	0
75.0	24.265909	0	0
76.0	24.315938	0	0
77.0	24.364009	0	0
78.0	24.410198	0	0
79.0	24.454578	0	0
80.0	24.497222	0	0
81.0	24.538195	0	0
82.0	24.577565	0	0
83.0	24.615394	0	0
84.0	24.651741	0	0
85.0	24.686666	0	0
86.0	24.720223	0	0
87.0	24.752467	0	0
88.0	24.783448	0	0
89.0	24.813217	0	0
90.0	24.84182	0	0
91.0	24.869303	0	0
92.0	24.895711	0	0
93.0	24.921085	0	0
94.0	24.945465	0	0
95.0	24.968891	0	0
96.0	24.991399	0	0
97.0	25.013027	0	0
98.0	25.033808	0	0
99.0	25.053775	0	0
100.0	25.072961	0	0

