## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy//results/alignment/549.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/markdup/549.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/results/metrics/549_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/snp_calling_pixy/tmp/549 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 03 15:55:10 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	584156	22967452	855879	237228132	321201	340298	0	0.021535	767386765

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	22304639	22304639
2.0	1.970514	308239	308239
3.0	2.912411	11828	11828
4.0	3.826536	1802	1802
5.0	4.713707	433	433
6.0	5.574719	123	123
7.0	6.410343	49	49
8.0	7.221327	17	17
9.0	8.008399	11	11
10.0	8.772264	4	4
11.0	9.513605	0	0
12.0	10.233087	4	4
13.0	10.931354	1	1
14.0	11.609033	3	3
15.0	12.266729	0	0
16.0	12.905032	0	0
17.0	13.524515	0	0
18.0	14.125731	0	0
19.0	14.70922	1	1
20.0	15.275504	0	0
21.0	15.825091	0	0
22.0	16.358473	0	0
23.0	16.876127	0	0
24.0	17.378518	0	0
25.0	17.866095	0	0
26.0	18.339296	0	0
27.0	18.798543	0	0
28.0	19.24425	0	0
29.0	19.676814	0	0
30.0	20.096624	0	0
31.0	20.504055	0	0
32.0	20.899473	0	0
33.0	21.283231	0	0
34.0	21.655674	0	0
35.0	22.017136	0	0
36.0	22.367939	0	0
37.0	22.708398	0	0
38.0	23.038819	0	0
39.0	23.359496	0	0
40.0	23.670719	0	0
41.0	23.972764	0	0
42.0	24.265904	0	0
43.0	24.5504	0	0
44.0	24.826507	0	0
45.0	25.094473	0	0
46.0	25.354538	0	0
47.0	25.606934	0	0
48.0	25.851888	0	0
49.0	26.08962	0	0
50.0	26.320342	0	0
51.0	26.544261	0	0
52.0	26.761577	0	0
53.0	26.972486	0	0
54.0	27.177175	0	0
55.0	27.37583	0	0
56.0	27.568626	0	0
57.0	27.755738	0	0
58.0	27.937333	0	0
59.0	28.113573	0	0
60.0	28.284617	0	0
61.0	28.450617	0	0
62.0	28.611723	0	0
63.0	28.768078	0	0
64.0	28.919823	0	0
65.0	29.067093	0	0
66.0	29.210021	0	0
67.0	29.348735	0	0
68.0	29.483359	0	0
69.0	29.614013	0	0
70.0	29.740815	0	0
71.0	29.863878	0	0
72.0	29.983312	0	0
73.0	30.099224	0	0
74.0	30.211719	0	0
75.0	30.320897	0	0
76.0	30.426855	0	0
77.0	30.529689	0	0
78.0	30.629492	0	0
79.0	30.726351	0	0
80.0	30.820354	0	0
81.0	30.911586	0	0
82.0	31.000127	0	0
83.0	31.086058	0	0
84.0	31.169455	0	0
85.0	31.250393	0	0
86.0	31.328944	0	0
87.0	31.405179	0	0
88.0	31.479167	0	0
89.0	31.550973	0	0
90.0	31.620661	0	0
91.0	31.688295	0	0
92.0	31.753934	0	0
93.0	31.817638	0	0
94.0	31.879464	0	0
95.0	31.939467	0	0
96.0	31.9977	0	0
97.0	32.054216	0	0
98.0	32.109066	0	0
99.0	32.162299	0	0
100.0	32.213962	0	0

