## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling//results/alignment/550.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/results/markdup/550.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/results/metrics/550_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/tmp/550 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Jan 17 06:24:25 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	631569	85519645	3366091	79905171	361487	2383332	0	0.029872	1505683606

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	81141930	81141930
2.0	1.944785	1760926	1760926
3.0	2.837404	154072	154072
4.0	3.680736	44499	44499
5.0	4.477505	17528	17528
6.0	5.230279	8008	8008
7.0	5.941489	4022	4022
8.0	6.61343	2054	2054
9.0	7.24827	1259	1259
10.0	7.848056	745	745
11.0	8.414726	432	432
12.0	8.950107	286	286
13.0	9.455927	166	166
14.0	9.933818	126	126
15.0	10.385322	91	91
16.0	10.811897	58	58
17.0	11.214918	34	34
18.0	11.595686	21	21
19.0	11.95543	11	11
20.0	12.295311	12	12
21.0	12.616426	5	5
22.0	12.91981	6	6
23.0	13.206443	5	5
24.0	13.477249	5	5
25.0	13.733103	3	3
26.0	13.97483	5	5
27.0	14.203209	1	1
28.0	14.418979	1	1
29.0	14.622835	1	1
30.0	14.815436	0	0
31.0	14.997401	1	1
32.0	15.16932	0	0
33.0	15.331746	0	0
34.0	15.485204	0	0
35.0	15.630188	0	0
36.0	15.767168	0	0
37.0	15.896583	0	0
38.0	16.018854	0	0
39.0	16.134373	0	0
40.0	16.243513	0	0
41.0	16.346628	0	0
42.0	16.444049	0	0
43.0	16.536091	0	0
44.0	16.623051	0	0
45.0	16.705209	0	0
46.0	16.782831	0	0
47.0	16.856167	0	0
48.0	16.925454	0	0
49.0	16.990915	0	0
50.0	17.052762	0	0
51.0	17.111194	0	0
52.0	17.166399	0	0
53.0	17.218556	0	0
54.0	17.267834	0	0
55.0	17.314391	0	0
56.0	17.358377	0	0
57.0	17.399934	0	0
58.0	17.439197	0	0
59.0	17.476291	0	0
60.0	17.511338	0	0
61.0	17.54445	0	0
62.0	17.575733	0	0
63.0	17.605289	0	0
64.0	17.633213	0	0
65.0	17.659595	0	0
66.0	17.684521	0	0
67.0	17.70807	0	0
68.0	17.730319	0	0
69.0	17.75134	0	0
70.0	17.771199	0	0
71.0	17.789963	0	0
72.0	17.80769	0	0
73.0	17.824439	0	0
74.0	17.840262	0	0
75.0	17.855212	0	0
76.0	17.869337	0	0
77.0	17.882681	0	0
78.0	17.895289	0	0
79.0	17.907201	0	0
80.0	17.918455	0	0
81.0	17.929088	0	0
82.0	17.939133	0	0
83.0	17.948624	0	0
84.0	17.957591	0	0
85.0	17.966062	0	0
86.0	17.974066	0	0
87.0	17.981628	0	0
88.0	17.988773	0	0
89.0	17.995523	0	0
90.0	18.0019	0	0
91.0	18.007925	0	0
92.0	18.013618	0	0
93.0	18.018996	0	0
94.0	18.024077	0	0
95.0	18.028878	0	0
96.0	18.033413	0	0
97.0	18.037699	0	0
98.0	18.041747	0	0
99.0	18.045572	0	0
100.0	18.049186	0	0

