## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT /home/dmpachon/jorge/TATIANA/snp_calling//results/alignment/559.sorted.bam --OUTPUT /home/dmpachon/jorge/TATIANA/snp_calling/results/markdup/559.markdup.bam --METRICS_FILE /home/dmpachon/jorge/TATIANA/snp_calling/results/metrics/559_duplicate_metrics.txt --TMP_DIR /home/dmpachon/jorge/TATIANA/snp_calling/tmp/559 --VALIDATION_STRINGENCY SILENT --COMPRESSION_LEVEL 9 --CREATE_INDEX true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Jan 17 00:20:19 GMT-03:00 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
lib1	859086	136212000	5339547	91195914	497031	3797002	0	0.029607	2397586912

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	129469127	129469127
2.0	1.944772	2489185	2489185
3.0	2.837365	277879	277879
4.0	3.680662	91325	91325
5.0	4.477384	39884	39884
6.0	5.230105	19832	19832
7.0	5.941255	10719	10719
8.0	6.613129	6230	6230
9.0	7.247896	3707	3707
10.0	7.847606	2294	2294
11.0	8.414195	1406	1406
12.0	8.949492	960	960
13.0	9.455225	702	702
14.0	9.933028	476	476
15.0	10.384442	340	340
16.0	10.810926	242	242
17.0	11.213855	169	169
18.0	11.594531	125	125
19.0	11.954183	86	86
20.0	12.293972	61	61
21.0	12.614995	59	59
22.0	12.918289	44	44
23.0	13.204832	28	28
24.0	13.475549	18	18
25.0	13.731316	25	25
26.0	13.972957	16	16
27.0	14.201252	9	9
28.0	14.416939	5	5
29.0	14.620714	9	9
30.0	14.813234	6	6
31.0	14.995122	7	7
32.0	15.166965	4	4
33.0	15.329317	4	4
34.0	15.482703	1	1
35.0	15.627617	0	0
36.0	15.764528	3	3
37.0	15.893878	1	1
38.0	16.016084	0	0
39.0	16.13154	2	2
40.0	16.24062	3	3
41.0	16.343676	0	0
42.0	16.44104	0	0
43.0	16.533027	2	2
44.0	16.619934	0	0
45.0	16.702041	1	1
46.0	16.779613	1	1
47.0	16.852901	0	0
48.0	16.922142	0	0
49.0	16.987558	0	0
50.0	17.049362	0	0
51.0	17.107752	0	0
52.0	17.162917	0	0
53.0	17.215036	0	0
54.0	17.264276	0	0
55.0	17.310797	0	0
56.0	17.354749	0	0
57.0	17.396273	0	0
58.0	17.435504	0	0
59.0	17.472568	0	0
60.0	17.507585	0	0
61.0	17.540669	0	0
62.0	17.571925	0	0
63.0	17.601455	0	0
64.0	17.629354	0	0
65.0	17.655712	0	0
66.0	17.680614	0	0
67.0	17.704142	0	0
68.0	17.726369	0	0
69.0	17.747369	0	0
70.0	17.76721	0	0
71.0	17.785954	0	0
72.0	17.803664	0	0
73.0	17.820395	0	0
74.0	17.836202	1	1
75.0	17.851137	0	0
76.0	17.865246	0	0
77.0	17.878576	0	0
78.0	17.89117	0	0
79.0	17.903069	0	0
80.0	17.91431	0	0
81.0	17.924931	0	0
82.0	17.934965	0	0
83.0	17.944444	0	0
84.0	17.953401	0	0
85.0	17.961862	0	0
86.0	17.969857	0	0
87.0	17.977409	0	0
88.0	17.984545	0	0
89.0	17.991286	0	0
90.0	17.997656	0	0
91.0	18.003673	0	0
92.0	18.009358	0	0
93.0	18.014729	0	0
94.0	18.019804	0	0
95.0	18.024598	0	0
96.0	18.029128	0	0
97.0	18.033407	0	0
98.0	18.03745	0	0
99.0	18.04127	0	0
100.0	18.044878	0	0

